name,code,address,state,off_ph_no,off_ph_no_2,fax_no,email,website,gender,res_type,aff_type,is_icse,is_isc,is_cve,princi_name
Glenhill Public School,WB099,"Mountain Home, Dow Hill Road P.o. Box No. 15117 Kurseong Darjeeling-734 203",WEST BENGAL,03542332387,03542332389,03542332390,glenhill85@gmail.com,wb099cisce.org,Co-ed.,D/R,Provisional,True,True,False,Jolly Pradhan
S.E. Rly. Mixed Higher Secondary School (English  Medium),WB100,South Side Kharagpur West Medinipur-721 301,WEST BENGAL,03222221257,03222255279,03325867242,mhssemkgp@gmail.com,wb100cisce.org,Co-ed.,Day,Provisional,True,True,False,Jaishankar Tanti
St. Agnes School,WB101,6th Avenue Kharagpur West Medinipur-721 301,WEST BENGAL,03222255410,,,head@wb101cisce.org,wb101cisce.org,Girls,Day,Permanent,True,True,False,Sarita Menezes A.c.
Sacred Heart High School,WB102,"6th Avenue, Paschim Mednipur Kharagpur Purulia-721 301",WEST BENGAL,03222256266,03222221523,,philipbenedict16@gmail.com,wb102cisce.org,Co-ed.,Day,Permanent,True,True,False,Fr. Philip D'souza
St. Joseph's High School,WB103,P.o. Matigara Matigara Darjeeling-734 428,WEST BENGAL,03532582753,7319148368,,head@wb103cisce.org,wb103cisce.org,Girls,Day,Permanent,True,True,False,Jacinta Mattanthinkara F.c.
Orange Lake School,WB104,Thana Line Ward No 3 Mirik Darjeeling-734 214,WEST BENGAL,03554243320,,03542243710,orangelakers@yahoo.co.in,wb104cisce.org,Co-ed.,D/R,Provisional,True,True,False,W. Tshering
The St. Xavier's School,WB105,Gour Road Krishnakalitala Malda-732 101,WEST BENGAL,03512252964,03512255098,,head@wb105cisce.org,wb105cisce.org,Co-ed.,D/R,Provisional,True,True,False,Principal
Don Bosco School,WB106,Sevoke Road Siliguri Jalpaiguri-734 001,WEST BENGAL,03532542947,,03532548217,dbschoolslg@gmail.com,wb106cisce.org,Boys,Day,Permanent,True,True,False,V. T. Jose S.d.b.
Mahbert High School,WB107,"Hill Cart Road, Dagapur P.o. Pradhan Nagar Siliguri Darjeeling-734 403",WEST BENGAL,03532574799,03532574004,03532574799,mahbert.high.school@gmail.com,wb107cisce.org,Co-ed.,Day,Permanent,True,True,False,Jennifer Ann Mahbert
St. Xavier's Institution,WB108,H.C. Dutta Road P.O. Panihati Kolkata NA-700 114,WEST BENGAL,03325830040,03325838420,03325534475,head@wb108cisce.org,wb108cisce.org,Co-ed.,Day,Permanent,True,True,False,Lipika Ghosh
St. Augustine's Day School,WB109,"179, B.C. Roy Road Shyamnagar North 24 Parganas-743 127",WEST BENGAL,03325862464,,03325862919,jbiswas@staugustineday.com,wb109cisce.org,Co-ed.,Day,Permanent,True,True,False,Jhuma Biswas
St. Joseph's School,WB110,P.O. Bhaktinagar Navagram Siliguri Jalpaiguri-734 007,WEST BENGAL,03532662824,,2662824,sjschoolnjp@yahoo.co.in,wb110cisce.org,Co-ed.,Day,Permanent,True,True,False,Mary Kavanady
Lincolns High School,WB111,Milan Palli P.o. Siliguri Bazar Siliguri Darjeeling-734 005,WEST BENGAL,03532561599,03502577104,03532577204,head@wb111cisce.org,wb111cisce.org,Co-ed.,Day,Provisional,True,True,False,Shampa Dutta Ray
Holy Home,WB112,"24, 27, 28 & 28 B T.C. Goswami Street Serampore P.O. Hooghly-712 201",WEST BENGAL,03326623133,,,holyhome26@rediffmail.com,wb112cisce.org,Co-ed.,D/R,Permanent,True,True,False,Indrani Mukherjee
Krishnagar Academy,WB113,Raja Road Krishnagar Nadia-741 101,WEST BENGAL,03472252561,,03472252561,head@wb113cisce.org,wb113cisce.org,Co-ed.,Day,Permanent,True,True,False,Subrata Chattopadhyay
Carmel School,WB116,Guru Nanak Road Durgapur Bardhaman-713 205,WEST BENGAL,03432562333,,,head@wb116cisce.org,wb116cisce.org,Girls,Day,Permanent,True,True,False,Matilda D'souza A.c.
Sister Nivedita Institute,WB117,53 & 54 Sailo Kumar Mukherjee Road Howrah-711 101,WEST BENGAL,03326661859,,,sinins.84@gmail.com,wb117cisce.org,Co-ed.,Day,Provisional,True,True,False,N. Gabrani
Rockvale Academy,WB118,"9th Mile, Rishi Road Kalimpong Darjeeling-734 301",WEST BENGAL,03552255556,,,head@wb118cisce.org,wb118cisce.org,Co-ed.,,Permanent,True,True,False,P. M. Pradhan (retd.)
Methodist  School,WB119,Dankuni Coal Complex Township Dankuni Hooghly-712 310,WEST BENGAL,03326593075,03326591212,03326593075,methodistschooldankuni@rediffmail.com,wb119cisce.org,Co-ed.,Day,Permanent,True,True,False,Norton Emmanuel
Anglo - Arabic Secondary School,WB120,"46 / 7, Mahatma Gandhi Road Kolkata NA-700 009",WEST BENGAL,03323543189,03323504118,03323543189,aass2007@rediffmail.com,wb120cisce.org,Co-ed.,Day,Provisional,True,True,False,Mrs. Ruby Ahmed
Vivekananda Mission School,WB121,"Vivek - Ville, (opp. I.i.m.c.) P.o. Joka Kolkata NA-700 104",WEST BENGAL,03324671010,03324670068,03324671991,head@wb121cisce.org,wb121cisce.org,Co-ed.,Day,Permanent,True,True,False,Sarmistha Banerjee
Assembly Of God Church School,WB122,"159 / 14, Netaji Subhash Chandra Bose Road Tollygunge Kolkata NA-700 040",WEST BENGAL,03323770561,,23811701,staff@wb122cisce.org,wb122cisce.org,Co-ed.,Day,Permanent,True,True,False,Lionel M. Chellappa
The Assembly Of God Church School,WB123,Haldia Township Haldia East Medinipur-721 607,WEST BENGAL,03224264083,03224263284,,agcshaldia@rediffmail.com,wb123cisce.org,Co-ed.,Day,Provisional,True,True,False,K. M. George
Ling Liang High School,WB124,"P - 7, Hide Lane Kolkata NA-700 012",WEST BENGAL,03322378011,,,lingliangschool@yahoo.co.in,wb124cisce.org,Co-ed.,Day,Permanent,True,True,False,Monica Vincent
South End Centre (e.m.) School,WB125,"181, Andul Road Howrah-711 103",WEST BENGAL,03326885156,03326685962,,head@wb125cisce.org,wb125cisce.org,Co-ed.,Day,Permanent,True,True,False,Hema Datta
Maheshwari Girls' School,WB126,"273, Rabindra Sarani Kolkata NA-700 006",WEST BENGAL,03322595143,03322593259,03322592359,head@wb126cisce.org,wb126cisce.org,Girls,Day,Permanent,True,True,False,Gargi Sengupta
St. Francis Xavier School,WB127,"Ga - Block, Purbachal Phase I Cluster IV & V, Sector Iii, Salt Lake City Kolkata North 24 Parganas-700 097",WEST BENGAL,03323350584,03323359108,03323359095,head@wb127cisce.org,wb127cisce.org,Co-ed.,Day,Provisional,True,True,False,Anil Srivastava
Central Modern School,WB129,"156, M.N.K. Road (South) Baranagar Kolkata NA-700 036",WEST BENGAL,03325770101,03332965454,03325100136,cms01de@gmail.com,wb129cisce.org,Co-ed.,Day,Permanent,True,True,False,Nabarun De
Maria's Day School,WB130,"11 / 6, G.t. Road (s) & 2, Gopal Gobinda Bose Lane Howrah-711 101",WEST BENGAL,03326375265,03365390676,03326380839,head@wb130cisce.org,wb130cisce.org,Co-ed.,Day,Permanent,True,True,False,Amitava Dutta
Assembly Of God Church School,WB131,Bankola Area Ukhra P.o. Ukhra Bardhaman-713 363,WEST BENGAL,03412665277,,03412665277,agcsuk_80@hotmail.com,wb131cisce.org,Co-ed.,Day,Permanent,True,True,False,Usha Rani Rao
Holy Rock School,WB132,Nawabhaat : Suri Road P.O. Fagupur Suri Road Bardhaman-713 104,WEST BENGAL,03422656222,,03422656222,holyrockschool@gmail.com,wb132cisce.org,Co-ed.,Day,Provisional,True,True,False,Sushama Bhattacharyya
Mahadevi Birla Shishu Vihar,WB133,"4, Ironside Road Kolkata NA-700 019",WEST BENGAL,03322808836,03322832375,03322808836,head@wb133cisce.org,wb133cisce.org,Girls,Day,Permanent,True,True,False,Sonali Sarkar
St. Paul's K.G. & Day School,WB134,"16 / 1 A, Ram Kanto Bose Street Kolkata NA-700 003",WEST BENGAL,03325556803,,03325550580,stpaulskganddayschool@gmail.com,wb134cisce.org,Co-ed.,Day,Provisional,True,True,False,Saurab George Singh
Julien Day School,WB135,"A - 10, School Area Kalyani Nadia-741 235",WEST BENGAL,03325829621,,03325822249,head@wb135cisce.org,wb135cisce.org,Co-ed.,Day,Permanent,True,True,False,Derrick Anthony Peters
St. Helen's School,WB136,"14, Watkins Lane Howrah-711 101",WEST BENGAL,03326664392,03365108183,,st.helensschool.howrah@gmail.com,wb136cisce.org,Co-ed.,Day,Permanent,True,True,False,P. Mangalam
St. Stephen's School,WB138,"11, Rishi Bankim Chandra Road Dum Dum Kolkata NA-700 028",WEST BENGAL,03325296670,03325297967,03325295949,ssschool@vsnl.net,wb138cisce.org,Co-ed.,Day,Permanent,True,True,False,Biswarup Mondal
Xavier's English School,WB139,"8 / B / 17, G.T. Road (West) P.O. Konnagar Konnagar Hooghly-712 235",WEST BENGAL,03326726171,08336935440,,elohimadavid@yahoo.com,wb139cisce.org,Co-ed.,Day,Permanent,True,True,False,Snigdha Chakraborty
Tribeni Tissues Vidyapith,WB140,P.O. Chandrahati Chandrahati Hooghly-712 504,WEST BENGAL,03326846146,,03326846031,vidyapith.ttv@gmail.com,wb140cisce.org,Co-ed.,Day,Permanent,True,True,False,Ravi Shankar Sharma
Jewish Girls' School,WB141,"63, Park Street Kolkata NA-700 016",WEST BENGAL,03364506884,03322297741,,head@wb141cisce.org,wb141cisce.org,Girls,Day,Provisional,True,True,False,Indira Bhattacharyya
St. Mary's High School,WB142,Baishguri New Cooch Behar Cooch Behar-736 179,WEST BENGAL,03582241171,,03582241171,head@wb142cisce.org,wb142cisce.org,Co-ed.,Day,Permanent,True,True,False,Amala A.
M.P. Birla Foundation Higher Secondary School,WB143,James Long Sarani Kolkata NA-700 034,WEST BENGAL,03324070000,03324070001,03324070001,mpbfhsschool@vsnl.net,wb143cisce.org,Co-ed.,Day,Permanent,True,True,False,H. George
Saptashri Gyanpeeth,WB144,Taxari Road Kalimpong Darjeeling-734 301,WEST BENGAL,03552255976,03552258482,03552255830,head@wb144cisce.org,wb144cisce.org,Co-ed.,Day,Permanent,True,True,False,Yuden Bhotia
National Gems Higher Secondary School,WB145,"4/5, A.k. Paul Road Behala Kolkata NA-700 034",WEST BENGAL,03323974311,03323982853,03323982853,head@wb145cisce.org,wb145cisce.org,Co-ed.,Day,Permanent,True,True,False,Keya Sinha
Young Horizons School,WB146,"No. 220, Barakhola E.M. Bye Pass, P.O. Kalikapur Kolkata NA-700 099",WEST BENGAL,03324161602,03324163348,03324161765,young_horizon2010@yahoo.co.in,wb146cisce.org,Co-ed.,Day,Provisional,True,True,False,Sarmistha Sen
St. Anthony's School,WB147,Giddha Pahar Kurseong Darjeeling-734 203,WEST BENGAL,8372061745,9851320369,03542338045,head@wb147cisce.org,wb147cisce.org,Co-ed.,D/R,Provisional,True,True,False,Chetan Tewari
Little Flower School,WB148,M.V. Road P.O. Kurseong Darjeeling-734 203,WEST BENGAL,03542344450,03542344187,03542344187,head@wb148cisce.org,wb148cisce.org,Co-ed.,D/R,Provisional,True,True,False,A. Norden
The Central Modern School,WB149,"4/1, Ghola Kachary Road P.o. Kazipara Barasat North 24 Parganas-700 124",WEST BENGAL,03325523378,03325527503,03325527503,tcms.2011@rediffmail.com,wb149cisce.org,Co-ed.,Day,Permanent,True,True,False,T. Garg
Ratnakar North Point School,WB150,"98 R, Dr. Abani Dutta Road Howrah-711 101",WEST BENGAL,03326668927,03326665523,03326662031,rnpshowrah@gmail.com,wb150cisce.org,Co-ed.,Day,Permanent,True,True,False,Rajesh Kumar Pandey
The Modern Academy,WB151,"25, Gariahat Road (South) Kolkata NA-700 031",WEST BENGAL,03324135643,03324724046,,tmakolkata@gmail.com,wb151cisce.org,Co-ed.,Day,Permanent,True,True,False,Subhra Pal
Howrah St. John's High School,WB152,"12, Har Dutt Rai Chamaria Road Howrah-711 101",WEST BENGAL,03326662454,03326664279,,head@wb152cisce.org,wb152cisce.org,Co-ed.,Day,Permanent,True,True,False,Dineshwar Ojha
Rose Bud School,WB153,"268, Block - A G.T. Road Liluah Howrah-711 204",WEST BENGAL,03326549311,03326480051,03326546893,head@wb153cisce.org,wb153cisce.org,Co-ed.,Day,Provisional,True,True,False,Joshua Vincent
Stepping Stone Model School,WB154,Newtown P.O. Alipurduar Alipurduar Jalpaiguri-736 121,WEST BENGAL,03564255496,,03564255496,ssms2009@rediffmail.com,wb154cisce.org,Co-ed.,Day,Permanent,True,True,False,Mita Ghosh
Daisies School,WB155,"""kanchanjunga"" 9 A, J.n. Pradhan Road Kurseong Darjeeling-734 203",WEST BENGAL,03542344428,,,daisiesschool@yahoo.com,wb155cisce.org,Co-ed.,Day,Permanent,True,False,False,N. Sarkar
Budge Budge St. Paul's Day School,WB156,"199 / 7, Dharamatala Road Budge Budge Panjal Para South 24 Parganas-743 319",WEST BENGAL,03332612362,03324705298,,bbspds786@gmail.com,wb156cisce.org,Co-ed.,Day,Provisional,True,True,False,K. A. Rehman
B.D. Memorial English High School,WB157,P.o. New Market Jaigaon Alipurduar-736 182,WEST BENGAL,03566263848,,03566263848,bdmehs@gmail.com,wb157cisce.org,Co-ed.,Day,Permanent,True,True,False,Sangamitra L.
The Assembly Of God Church School,WB158,Sodepur Sunderchak Bardhaman-713 360,WEST BENGAL,03412510732,03412511534,03412511534,agcs.sodepur@gmail.com,wb158cisce.org,Co-ed.,Day,Permanent,True,True,False,B. Shah
Augustine's Public School,WB159,Aurobindo Road Ramrajatola Howrah-711 104,WEST BENGAL,03326271838,03326271809,,head@wb159cisce.org,wb159cisce.org,Co-ed.,Day,Permanent,True,False,False,A. K. Augustine
The Bhawanipur Gujarati Education Society School,WB160,"Gujarat Centre 5, Lala Lajpat Rai Sarani Kolkata NA-700 020",WEST BENGAL,03340195532,03340196600,03340195564,head@wb160cisce.org,wb160cisce.org,Co-ed.,Day,Permanent,True,True,False,Dora Banerjee
Green Lawns School,WB161,"1, Acharya Jagdish Chandra Bose Road Darjeeling-734 101",WEST BENGAL,03542256464,,03542254780,,wb161cisce.org,Co-ed.,D/R,Provisional,True,False,False,Abu Saalim
Vidyasagar Shishu Niketan,WB162,Rangamati Midnapore West Medinipur-721 102,WEST BENGAL,03222267325,09734415293,,head@wb162cisce.org,wb162cisce.org,Co-ed.,Day,Permanent,True,True,False,Chanda Majumdar
Ruhiyyih School,WB163,Jorebunglow P.O. Ghoom Darjeeling-734 102,WEST BENGAL,09002994797,08768518184,,head@wb163cisce.org,wb163cisce.org,Co-ed.,Day,Provisional,True,True,False,Mahlagha Hemmati
St. Augustine's  Day School,WB164,"64, Barrack Road Barrackpore P.O. Kolkata NA-700 120",WEST BENGAL,03325921040,03325930071,03325928470,head@wb164cisce.org,wb164cisce.org,Co-ed.,Day,Provisional,True,True,False,Augustine D. Gomes
Belle Vue Boarding School,WB165,"128, A.K. Mukherjee Road Kurseong Darjeeling-734 203",WEST BENGAL,03542330205,,,arun.belle@gmail.com,wb165cisce.org,Co-ed.,D/R,Provisional,True,False,False,A. K. Agarwal
St. Joan's School,WB166,Gd - 346 - A Salt Lake City Kolkata NA-700 091,WEST BENGAL,03323584740,,,debjanisjs@gmail.com,wb166cisce.org,Co-ed.,Day,Provisional,True,True,False,Debjani Ghosh
Indira Memorial English Medium High School,WB167,6 / 4 B & 12 Sachin Mitra Lane Kolkata NA-700 003,WEST BENGAL,03365010560,03325557604,03325300164,indiramemhs@gmail.com,wb167cisce.org,Co-ed.,Day,Provisional,True,False,False,Ajay Kumar Rai
Splendour High School,WB168,Salua Kharagpur West Medinipur-721 145,WEST BENGAL,03222296521,,03222277275,head@wb168cisce.org,wb168cisce.org,Co-ed.,Day,Provisional,True,False,False,Kamran Hemmati
Agrasain Balika Siksha Sadan,WB169,"1, Agrasain Street Liluah Howrah-711 204",WEST BENGAL,03326549250,,03326544183,head@wb169cisce.org,wb169cisce.org,Girls,Day,Provisional,True,True,False,S. K. Srivastava
Calcutta Public School,WB170,P.O. Aswini Nagar Baguiati Kolkata NA-700 159,WEST BENGAL,03325717391,03325911472,03325910318,jetcps@vsnl.net,wb170cisce.org,Co-ed.,Day,Permanent,True,True,False,Shrabani Ganguli
Salt Lake Point School,WB171,Cd - 249 Salt Lake City Kolkata NA-700 064,WEST BENGAL,03323599134,,03323371751,saltlake.point.school@dadooindia.com,wb171cisce.org,Co-ed.,Day,Permanent,True,True,False,Madhusree Sengupta
Emmanuel English School,WB172,P.o. Samsi Malda-732 139,WEST BENGAL,03513265253,,,thomas4753@rediffmail.com,wb172cisce.org,Co-ed.,Day,Provisional,True,True,False,Karthik Chandra Sarkar
Authpur National Model School,WB173,"46, West Ghoshpara Road Ferry Ghat Authpur North 24 Parganas-743 128",WEST BENGAL,03325814044,03325801092,03325801092,head@wb173cisce.org,wb173cisce.org,Co-ed.,Day,Provisional,True,True,False,Sanjay Saha
Pine Hall Academy,WB174,P.O. Soureni Bazar Darjeeling-734 214,WEST BENGAL,7797808275,,,head@wb174cisce.org,wb174cisce.org,Co-ed.,Day,Provisional,True,False,False,Nirupa Rai
West Point Academy,WB175,"177, G.T. Road (Mahesh) P.O. Serampore Hooghly-712 202",WEST BENGAL,03326524142,,03326520771,wpa@westpointacademy.net,wb175cisce.org,Co-ed.,Day,Permanent,True,True,False,Shikha Paul
Trinity High School,WB177,Thana Road P.O Banarhat Banarhat Jalpaiguri-735 202,WEST BENGAL,03563252115,03563252015,,head@wb177cisce.org,wb177cisce.org,Co-ed.,Day,Provisional,True,True,False,Yashmin Ahmed
Pearls Of God,WB178,"5/4, Debaipukur Road Hind Motors Debaipukur Hooghly-712 233",WEST BENGAL,03326946479,,03326944994,head@wb178cisce.org,wb178cisce.org,Co-ed.,Day,Provisional,True,True,False,Amal Chatterjee
Indira Gandhi Memorial Senior Secondary School,WB179,"Brijdham Housing Complex V.I.P. Road, Sreebhumi Kolkata NA-700 048",WEST BENGAL,03325212901,03325211276,25343778,head@wb179cisce.org,wb179cisce.org,Co-ed.,Day,Provisional,True,True,False,Amal Chandra Dhar
St. Augustine's School,WB180,"Giddha Pahar, Upper Sirubari Kurseong Darjeeling-734 203",WEST BENGAL,03542338121,03542338290,,principal@augustinekurseong.org,wb180cisce.org,Co-ed.,,Provisional,True,True,False,Pratap Thapa
Narmada School,WB181,170 / 295 A N.s.c. Bose Road Kolkata NA-700 092,WEST BENGAL,03324116027,03324215221,03324116027,head@wb181cisce.org,wb181cisce.org,Co-ed.,Day,Permanent,True,True,False,Jayanti Ray
Douglas Memorial Higher Secondary School,WB182,"52, Barrack Road Barrackpore Kolkata NA-700 120",WEST BENGAL,03325945208,,,dmhss_wg@yahoo.in,wb182cisce.org,Co-ed.,Day,Permanent,True,True,False,Wilson Gidla
St. Denis School,WB183,"80, Girish Ghosh Road P.O. Belurmath Howrah-711 202",WEST BENGAL,03326544617,03326547777,03326544617,st.denis183@gmail.com,wb183cisce.org,Co-ed.,Day,Permanent,True,True,False,Ricky Gupta
St. Johns' School,WB184,P.o. Jaigaon Jalpaiguri Jalpaiguri-736 182,WEST BENGAL,03566263570,,03566263570,head@wb184cisce.org,wb184cisce.org,Co-ed.,Day,Permanent,True,False,False,Raju Chetri
Himalayan English School,WB186,P.O. Sevoke Road Anchal Road Siliguri Jalpaiguri-734 001,WEST BENGAL,03532005929,03532005929,03532643222,hesslg@yahoo.co.in,wb186cisce.org,Co-ed.,Day,Provisional,True,True,False,C. Ekka
Acme Academy,WB187,S.T.K.K. Road P.O. Kalna Burdwan Bardhaman-713 409,WEST BENGAL,9083274666,9083274668,03454257078,acmeacademykalna@gmail.com,wb187cisce.org,Co-ed.,Day,Provisional,True,True,False,Shailendra Narayan Prusty
Nirmala Convent School,WB188,"3rd Mile, Sevoke Road P.o. Salugara Siliguri Jalpaiguri-734 008",WEST BENGAL,03532590031,,03532590222,nirmalascslg@gmail.com,wb188cisce.org,Girls,Day,Provisional,True,True,False,Shainy Kannookadan
Himalayan International Residential School,WB189,P.O. Rajganj Rajganj Jalpaiguri-735 134,WEST BENGAL,03561254459,03561200289,,principal@hirs.in,wb189cisce.org,Co-ed.,,Provisional,True,True,False,Manoj Kumar Agnihotri
Monalisa English School,WB190,"Madhyamgram Opp. & Behind Municipality Office, Chowmatha Kolkata NA-700 129",WEST BENGAL,03325384830,03325269213,03328361704,monalisaenglishschool@gmail.com,wb190cisce.org,Co-ed.,Day,Provisional,True,True,False,Monalisa Mitra
Sacred Heart School,WB191,Panchanand Sarani Road P.o. New Rangia Siliguri Darjeeling-734 013,WEST BENGAL,07865990100,07865990300,,staff@wb191cisce.org,wb191cisce.org,Co-ed.,,Provisional,True,True,False,Suraj Tamang
Meghmala Roy Education Centre,WB192,"26 - A, R.B. Road Royd Park, Behala Kolkata NA-700 034",WEST BENGAL,03323970712,03323993785,,mrec1991@rediffmail.com,wb192cisce.org,Co-ed.,Day,Provisional,True,False,False,Mable D'silva
St. Dominic Savio School,WB193,"59, B.k. Mukherjee Road Salkia Howrah-711 106",WEST BENGAL,03326659251,03326757150,,st.dominicsavio55@yahoo.com,wb193cisce.org,Co-ed.,Day,Provisional,True,True,False,Neeharika Dubey
St. Sebastian's School,WB194,"14, Seal Lane Kolkata NA-700 015",WEST BENGAL,03323295688,,03323294589,head@wb194cisce.org,wb194cisce.org,Co-ed.,Day,Permanent,True,True,False,M. P. Rozario
St. Joseph's School,WB195,Temple Road Kharagpur West Medinipur-721 301,WEST BENGAL,032222223211,03222223211,,stjscl@yahoo.com,wb195cisce.org,Co-ed.,Day,Provisional,True,False,False,Subrata Baidya
Good Shepherd School,WB196,Bagdogra P.o. Darjeeling-734 014,WEST BENGAL,03532551049,,03532551049,head@wb196cisce.org,wb196cisce.org,Co-ed.,Day,Provisional,True,False,False,Cincy F.c.c
Gyanoday Niketan,WB197,Shyam Cottage P.O. Rose Bank Darjeeling-734 101,WEST BENGAL,03542256240,03542258311,03542256240,head@wb197cisce.org,wb197cisce.org,Co-ed.,Day,Provisional,True,False,False,Dipika Chettri
